"id"	"transcript_id"	"speaker"	"utterance"	"comment"	"participants"	"age_targetchild"	"age_years_targetchild"	"location"	"date"	"words"	"collection"	"corpus"
28	"AJC1"	"ADU"	"ooh , what do we have , what do we got in the box ?"	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	12	"EngUK"	"Tommerdahl"
29	"AJC1"	"CHI"	"the heli helicopter ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	3	"EngUK"	"Tommerdahl"
30	"AJC1"	"ADU"	"hmm ?"	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	1	"EngUK"	"Tommerdahl"
31	"AJC1"	"CHI"	"plane is being rescued ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	4	"EngUK"	"Tommerdahl"
32	"AJC1"	"ADU"	"it's being rescued ?"	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	4	"EngUK"	"Tommerdahl"
33	"AJC1"	"CHI"	"yeah ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	1	"EngUK"	"Tommerdahl"
34	"AJC1"	"ADU"	"I've got the fire engine ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	6	"EngUK"	"Tommerdahl"
35	"AJC1"	"ADU"	"can you see , <where's> where's the fire engine ?"	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	10	"EngUK"	"Tommerdahl"
36	"AJC1"	"ADU"	"where's the fire station ?"	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	5	"EngUK"	"Tommerdahl"
37	"AJC1"	"CHI"	"no ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	1	"EngUK"	"Tommerdahl"
38	"AJC1"	"ADU"	"can you see a fire station ?"	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	6	"EngUK"	"Tommerdahl"
39	"AJC1"	"ADU"	"in here ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	2	"EngUK"	"Tommerdahl"
40	"AJC1"	"ADU"	"umm ?"	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	1	"EngUK"	"Tommerdahl"
41	"AJC1"	"CHI"	"there ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	1	"EngUK"	"Tommerdahl"
42	"AJC1"	"ADU"	"ooh , I think that's a hotel ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	7	"EngUK"	"Tommerdahl"
43	"AJC1"	"ADU"	"what about that one ?"	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	4	"EngUK"	"Tommerdahl"
44	"AJC1"	"ADU"	"it's got a bit of fire ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	7	"EngUK"	"Tommerdahl"
45	"AJC1"	"ADU"	"can we put him over there ?"	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	6	"EngUK"	"Tommerdahl"
46	"AJC1"	"ADU"	"ok ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	1	"EngUK"	"Tommerdahl"
47	"AJC1"	"CHI"	"mom i decided on a helicop /."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	6	"EngUK"	"Tommerdahl"
48	"AJC1"	"ADU"	"a helicopter ?"	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	2	"EngUK"	"Tommerdahl"
49	"AJC1"	"CHI"	"umm ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	1	"EngUK"	"Tommerdahl"
50	"AJC1"	"CHI"	"i can /."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	2	"EngUK"	"Tommerdahl"
51	"AJC1"	"ADU"	"what's that ?"	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	3	"EngUK"	"Tommerdahl"
52	"AJC1"	"CHI"	"it's a nimo ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	4	"EngUK"	"Tommerdahl"
53	"AJC1"	"ADU"	"a needle ?"	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	2	"EngUK"	"Tommerdahl"
54	"AJC1"	"CHI"	"yeah ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	1	"EngUK"	"Tommerdahl"
55	"AJC1"	"CHI"	"blue ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	1	"EngUK"	"Tommerdahl"
56	"AJC1"	"ADU"	"where's the hospital ?"	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	4	"EngUK"	"Tommerdahl"
57	"AJC1"	"CHI"	"over there ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	2	"EngUK"	"Tommerdahl"
58	"AJC1"	"ADU"	"yes that is a hotel ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	5	"EngUK"	"Tommerdahl"
59	"AJC1"	"ADU"	"I can't see a hospital ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	6	"EngUK"	"Tommerdahl"
60	"AJC1"	"CHI"	"there ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	1	"EngUK"	"Tommerdahl"
61	"AJC1"	"ADU"	"umm ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	1	"EngUK"	"Tommerdahl"
62	"AJC1"	"CHI"	"there ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	1	"EngUK"	"Tommerdahl"
63	"AJC1"	"ADU"	"is that , yeah that could be it ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	7	"EngUK"	"Tommerdahl"
64	"AJC1"	"ADU"	"ok ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	1	"EngUK"	"Tommerdahl"
65	"AJC1"	"CHI"	"I've got wet socks ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	5	"EngUK"	"Tommerdahl"
66	"AJC1"	"ADU"	"you got wet socks ?"	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	4	"EngUK"	"Tommerdahl"
67	"AJC1"	"ADU"	"have you been out on the grass ?"	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	7	"EngUK"	"Tommerdahl"
68	"AJC1"	"CHI"	"yeah ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	1	"EngUK"	"Tommerdahl"
69	"AJC1"	"ADU"	"you can take them off ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	5	"EngUK"	"Tommerdahl"
70	"AJC1"	"ADU"	"I can smell your feet ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	5	"EngUK"	"Tommerdahl"
71	"AJC1"	"CHI"	"they're dirty ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	3	"EngUK"	"Tommerdahl"
72	"AJC1"	"ADU"	"they're dirty ?"	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	3	"EngUK"	"Tommerdahl"
73	"AJC1"	"CHI"	"yeah ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	1	"EngUK"	"Tommerdahl"
74	"AJC1"	"CHI"	"ooh ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	1	"EngUK"	"Tommerdahl"
75	"AJC1"	"CHI"	"get my socks ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	3	"EngUK"	"Tommerdahl"
76	"AJC1"	"ADU"	"you've been outside ?"	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	4	"EngUK"	"Tommerdahl"
77	"AJC1"	"ADU"	"out this morning ?"	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	3	"EngUK"	"Tommerdahl"
78	"AJC1"	"CHI"	"yeah ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	1	"EngUK"	"Tommerdahl"
79	"AJC1"	"ADU"	"want me to look at your socks ?"	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	7	"EngUK"	"Tommerdahl"
80	"AJC1"	"CHI"	"its a train ?"	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	3	"EngUK"	"Tommerdahl"
81	"AJC1"	"ADU"	"oh , wow ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	2	"EngUK"	"Tommerdahl"
82	"AJC1"	"CHI"	"its airplanes ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	2	"EngUK"	"Tommerdahl"
83	"AJC1"	"CHI"	"=imit:plane ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	2	"EngUK"	"Tommerdahl"
84	"AJC1"	"CHI"	"=imit:plane ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	2	"EngUK"	"Tommerdahl"
85	"AJC1"	"CHI"	"two planes ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	2	"EngUK"	"Tommerdahl"
86	"AJC1"	"ADU"	"oh we've got some animals ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	6	"EngUK"	"Tommerdahl"
87	"AJC1"	"ADU"	"what's that one ?"	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	4	"EngUK"	"Tommerdahl"
88	"AJC1"	"CHI"	"the horsie ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	2	"EngUK"	"Tommerdahl"
89	"AJC1"	"ADU"	"where do i put the horse ?"	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	6	"EngUK"	"Tommerdahl"
90	"AJC1"	"CHI"	"put in the farm ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	4	"EngUK"	"Tommerdahl"
91	"AJC1"	"ADU"	"in the park ?"	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	3	"EngUK"	"Tommerdahl"
92	"AJC1"	"ADU"	"by the water ?"	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	3	"EngUK"	"Tommerdahl"
93	"AJC1"	"CHI"	"yeah ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	1	"EngUK"	"Tommerdahl"
94	"AJC1"	"ADU"	"can you see the water ?"	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	5	"EngUK"	"Tommerdahl"
95	"AJC1"	"ADU"	"there ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	1	"EngUK"	"Tommerdahl"
96	"AJC1"	"ADU"	"in front of you , by your foot ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	7	"EngUK"	"Tommerdahl"
97	"AJC1"	"CHI"	"there ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	1	"EngUK"	"Tommerdahl"
98	"AJC1"	"ADU"	"ok , I can't reach ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	5	"EngUK"	"Tommerdahl"
99	"AJC1"	"CHI"	"there ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	1	"EngUK"	"Tommerdahl"
100	"AJC1"	"ADU"	"what's that one ?"	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	4	"EngUK"	"Tommerdahl"
101	"AJC1"	"CHI"	"a giraffe ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	2	"EngUK"	"Tommerdahl"
102	"AJC1"	"CHI"	"a giraffe from /."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	3	"EngUK"	"Tommerdahl"
103	"AJC1"	"ADU"	"oooh ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	1	"EngUK"	"Tommerdahl"
104	"AJC1"	"CHI"	", the farm ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	2	"EngUK"	"Tommerdahl"
105	"AJC1"	"ADU"	"give it a look ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	4	"EngUK"	"Tommerdahl"
106	"AJC1"	"CHI"	"big lips ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	2	"EngUK"	"Tommerdahl"
107	"AJC1"	"ADU"	"wow ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	1	"EngUK"	"Tommerdahl"
108	"AJC1"	"ADU"	"do you remember going to the park (..) and seeing the giraffe ?"	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	11	"EngUK"	"Tommerdahl"
109	"AJC1"	"ADU"	"do you remember when the giraffe put his head in the car ?"	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	12	"EngUK"	"Tommerdahl"
110	"AJC1"	"ADU"	"do you remember that ?"	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	4	"EngUK"	"Tommerdahl"
111	"AJC1"	"CHI"	"yes it funny ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	3	"EngUK"	"Tommerdahl"
112	"AJC1"	"ADU"	"it was funny and he had a big big tongue ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	10	"EngUK"	"Tommerdahl"
113	"AJC1"	"CHI"	"yeah ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	1	"EngUK"	"Tommerdahl"
114	"AJC1"	"ADU"	"and he licked Daniel I think ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	6	"EngUK"	"Tommerdahl"
115	"AJC1"	"ADU"	"did he give Daniel a lick ?"	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	6	"EngUK"	"Tommerdahl"
116	"AJC1"	"CHI"	"oh yeah ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	2	"EngUK"	"Tommerdahl"
117	"AJC1"	"ADU"	"oh yeah ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	2	"EngUK"	"Tommerdahl"
118	"AJC1"	"CHI"	"=mumbles ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	1	"EngUK"	"Tommerdahl"
119	"AJC1"	"ADU"	"ok ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	1	"EngUK"	"Tommerdahl"
120	"AJC1"	"ADU"	"let's see if there are any animals ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	8	"EngUK"	"Tommerdahl"
121	"AJC1"	"CHI"	"well mom ..."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	2	"EngUK"	"Tommerdahl"
122	"AJC1"	"ADU"	"that's you ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	3	"EngUK"	"Tommerdahl"
123	"AJC1"	"CHI"	"yeah , monkey ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	2	"EngUK"	"Tommerdahl"
124	"AJC1"	"CHI"	"=vocalizes ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	1	"EngUK"	"Tommerdahl"
125	"AJC1"	"ADU"	"=laughs ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	1	"EngUK"	"Tommerdahl"
126	"AJC1"	"CHI"	"a dog ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	2	"EngUK"	"Tommerdahl"
127	"AJC1"	"ADU"	"what does he do ?"	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	4	"EngUK"	"Tommerdahl"
128	"AJC1"	"ADU"	"meow ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	1	"EngUK"	"Tommerdahl"
129	"AJC1"	"CHI"	"no ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	1	"EngUK"	"Tommerdahl"
130	"AJC1"	"CHI"	"woof , woof ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	2	"EngUK"	"Tommerdahl"
131	"AJC1"	"ADU"	"oh , ok ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	2	"EngUK"	"Tommerdahl"
132	"AJC1"	"ADU"	"woof , woof ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	2	"EngUK"	"Tommerdahl"
133	"AJC1"	"ADU"	"where do we put him , in the middle ?"	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	8	"EngUK"	"Tommerdahl"
134	"AJC1"	"CHI"	"yeah ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	1	"EngUK"	"Tommerdahl"
135	"AJC1"	"ADU"	"ok ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	1	"EngUK"	"Tommerdahl"
136	"AJC1"	"ADU"	"alright what else we got ?"	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	5	"EngUK"	"Tommerdahl"
137	"AJC1"	"CHI"	"oh ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	1	"EngUK"	"Tommerdahl"
138	"AJC1"	"CHI"	"uh ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	1	"EngUK"	"Tommerdahl"
139	"AJC1"	"ADU"	"oh ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	1	"EngUK"	"Tommerdahl"
140	"AJC1"	"ADU"	"=laughs ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	1	"EngUK"	"Tommerdahl"
141	"AJC1"	"ADU"	"what do you think that is ?"	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	6	"EngUK"	"Tommerdahl"
142	"AJC1"	"CHI"	"it's scary ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	3	"EngUK"	"Tommerdahl"
143	"AJC1"	"ADU"	"it's scary ?"	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	3	"EngUK"	"Tommerdahl"
144	"AJC1"	"CHI"	"yeah ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	1	"EngUK"	"Tommerdahl"
145	"AJC1"	"ADU"	"is it like (..) like a (..) a ninja turtle ?"	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	8	"EngUK"	"Tommerdahl"
146	"AJC1"	"CHI"	"yeah ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	1	"EngUK"	"Tommerdahl"
147	"AJC1"	"ADU"	"hmm ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	1	"EngUK"	"Tommerdahl"
148	"AJC1"	"CHI"	"its ninja turtle ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	3	"EngUK"	"Tommerdahl"
149	"AJC1"	"ADU"	"a ninja , a blue ninja turtle ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	6	"EngUK"	"Tommerdahl"
150	"AJC1"	"ADU"	"aren't they green ?"	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	4	"EngUK"	"Tommerdahl"
151	"AJC1"	"CHI"	"yeah ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	1	"EngUK"	"Tommerdahl"
152	"AJC1"	"ADU"	"hmm , where do we put him ?"	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	6	"EngUK"	"Tommerdahl"
153	"AJC1"	"ADU"	"we put him in the house ?"	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	6	"EngUK"	"Tommerdahl"
154	"AJC1"	"CHI"	"yeah ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	1	"EngUK"	"Tommerdahl"
155	"AJC1"	"ADU"	"yeah , ok ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	2	"EngUK"	"Tommerdahl"
156	"AJC1"	"CHI"	"it can't fit ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	4	"EngUK"	"Tommerdahl"
157	"AJC1"	"ADU"	"there ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	1	"EngUK"	"Tommerdahl"
158	"AJC1"	"CHI"	"and that house ?"	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	3	"EngUK"	"Tommerdahl"
159	"AJC1"	"ADU"	"ooh , what's in that house ?"	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	6	"EngUK"	"Tommerdahl"
160	"AJC1"	"CHI"	"its a pussy ."	""	" CHI Target_Child , ADU Adult , INV Investigator "	"3;2.7"	"3"	""	""	3	"EngUK"	"Tommerdahl"
