"id"	"transcript_id"	"speaker"	"utterance"	"comment"	"participants"	"age_targetchild"	"age_years_targetchild"	"location"	"date"	"words"	"collection"	"corpus"
42	"2-07-22"	"CHI"	"what-'is that funny noise ?"	"*CHI: what-'is that funny noise ?"	" CHI Lara Target_Child "	"2;7.22"	"2"	""	" 07-JAN-1997 "	5	"EngUK"	"Lara_Diary"
43	"2-07-22"	"CHI"	"what that called ?"	"*CHI: what that called ?"	" CHI Lara Target_Child "	"2;7.22"	"2"	""	" 07-JAN-1997 "	3	"EngUK"	"Lara_Diary"
44	"2-07-22"	"CHI"	"what they callled ?"	"*CHI: what they callled ?"	" CHI Lara Target_Child "	"2;7.22"	"2"	""	" 07-JAN-1997 "	3	"EngUK"	"Lara_Diary"
45	"2-07-22"	"CHI"	"what-'is that ?"	"*CHI: what-'is that ? @Comment: DAD goes to work"	" CHI Lara Target_Child "	"2;7.22"	"2"	""	" 07-JAN-1997 "	3	"EngUK"	"Lara_Diary"
46	"2-07-22"	"CHI"	"where-'has Grandad gone ?"	"*CHI: where-'has Grandad gone ?"	" CHI Lara Target_Child "	"2;7.22"	"2"	""	" 07-JAN-1997 "	4	"EngUK"	"Lara_Diary"
47	"2-07-22"	"CHI"	"what-'is gonna be up the box now ?"	"*CHI: what-'is gonna [: going+to] be up the box now ?"	" CHI Lara Target_Child "	"2;7.22"	"2"	""	" 07-JAN-1997 "	8	"EngUK"	"Lara_Diary"
48	"2-07-22"	"CHI"	"where-'has the Xmas tree gone ?"	"*CHI: where-'has the Xmas tree gone ? @Comment: MOT returns from work"	" CHI Lara Target_Child "	"2;7.22"	"2"	""	" 07-JAN-1997 "	6	"EngUK"	"Lara_Diary"
49	"2-07-22"	"CHI"	"which one shall I have ? %com: choosing a nappy for Amy"	"*CHI: which one shall I have ? %com: choosing a nappy for Amy @Comment: Grandparents go"	" CHI Lara Target_Child "	"2;7.22"	"2"	""	" 07-JAN-1997 "	11	"EngUK"	"Lara_Diary"
50	"2-07-22"	"CHI"	"where-'is my hammer ?"	"*CHI: where-'is my hammer ?"	" CHI Lara Target_Child "	"2;7.22"	"2"	""	" 07-JAN-1997 "	4	"EngUK"	"Lara_Diary"
51	"2-07-22"	"CHI"	"where-'is my hammer ?"	"*CHI: where-'is my hammer ?"	" CHI Lara Target_Child "	"2;7.22"	"2"	""	" 07-JAN-1997 "	4	"EngUK"	"Lara_Diary"
52	"2-07-22"	"CHI"	"where-'is my hammer ?"	"*CHI: where-'is my hammer ?"	" CHI Lara Target_Child "	"2;7.22"	"2"	""	" 07-JAN-1997 "	4	"EngUK"	"Lara_Diary"
53	"2-07-22"	"CHI"	"where-'has my hammer gone ?"	"*CHI: where-'has my hammer gone ?"	" CHI Lara Target_Child "	"2;7.22"	"2"	""	" 07-JAN-1997 "	5	"EngUK"	"Lara_Diary"
54	"2-07-22"	"CHI"	"where-'is my hammer ?"	"*CHI: where-'is my hammer ?"	" CHI Lara Target_Child "	"2;7.22"	"2"	""	" 07-JAN-1997 "	4	"EngUK"	"Lara_Diary"
55	"2-07-22"	"CHI"	"where-'is my hammer ?"	"*CHI: where-'is my hammer ?"	" CHI Lara Target_Child "	"2;7.22"	"2"	""	" 07-JAN-1997 "	4	"EngUK"	"Lara_Diary"
56	"2-07-22"	"CHI"	"where-'is my screwdriver ?"	"*CHI: where-'is my screwdriver ?"	" CHI Lara Target_Child "	"2;7.22"	"2"	""	" 07-JAN-1997 "	4	"EngUK"	"Lara_Diary"
57	"2-07-22"	"CHI"	"where-'is my screwdriver ?"	"*CHI: where-'is my screwdriver ?"	" CHI Lara Target_Child "	"2;7.22"	"2"	""	" 07-JAN-1997 "	4	"EngUK"	"Lara_Diary"
58	"2-07-22"	"CHI"	"what-'is that called ?"	"*CHI: what-'is that called ?"	" CHI Lara Target_Child "	"2;7.22"	"2"	""	" 07-JAN-1997 "	4	"EngUK"	"Lara_Diary"
59	"2-07-22"	"CHI"	"what-'is all those called ?"	"*CHI: what-'is all those called ?"	" CHI Lara Target_Child "	"2;7.22"	"2"	""	" 07-JAN-1997 "	5	"EngUK"	"Lara_Diary"
60	"2-07-22"	"CHI"	"what-'is all these called ?"	"*CHI: what-'is all these called ?"	" CHI Lara Target_Child "	"2;7.22"	"2"	""	" 07-JAN-1997 "	5	"EngUK"	"Lara_Diary"
61	"2-07-22"	"CHI"	"where-'has the thingy gone ? %com: wants abacus"	"*CHI: where-'has the thingy gone ? %com: wants abacus"	" CHI Lara Target_Child "	"2;7.22"	"2"	""	" 07-JAN-1997 "	8	"EngUK"	"Lara_Diary"
62	"2-07-22"	"CHI"	"where-'is the pricked her finger ? %com: wants page in book"	"*CHI: where-'is the pricked her finger ? %com: wants page in book"	" CHI Lara Target_Child "	"2;7.22"	"2"	""	" 07-JAN-1997 "	11	"EngUK"	"Lara_Diary"
63	"2-07-22"	"CHI"	"where-'is pricked her finger over there ? %com: wants to see this picture on a different page but the page shows a different picture"	"*CHI: where-'is pricked her finger over there ? %com: wants to see this picture on a different page but the page shows a different picture"	" CHI Lara Target_Child "	"2;7.22"	"2"	""	" 07-JAN-1997 "	24	"EngUK"	"Lara_Diary"
64	"2-07-22"	"CHI"	"where-'is where-'is that behind that lady ?"	"*CHI: where-'is [/] where-'is that behind that lady ?"	" CHI Lara Target_Child "	"2;7.22"	"2"	""	" 07-JAN-1997 "	8	"EngUK"	"Lara_Diary"
65	"2-07-22"	"CHI"	"where-'is next to the lady ? %com: in previous two utterances Lara means who is next to the lady in the book"	"*CHI: where-'is next to the lady ? %com: in previous two utterances Lara means who is next to the lady in the book"	" CHI Lara Target_Child "	"2;7.22"	"2"	""	" 07-JAN-1997 "	22	"EngUK"	"Lara_Diary"
66	"2-07-22"	"CHI"	"what-'is all them called ? %com: ref to the people in the book"	"*CHI: what-'is all them called ? %com: ref to the people in the book"	" CHI Lara Target_Child "	"2;7.22"	"2"	""	" 07-JAN-1997 "	13	"EngUK"	"Lara_Diary"
67	"2-07-22"	"CHI"	"why are we go to doctor-'s ?"	"*CHI: why are we go to doctor-'s ? @End"	" CHI Lara Target_Child "	"2;7.22"	"2"	""	" 07-JAN-1997 "	7	"EngUK"	"Lara_Diary"
69	"2-07-23"	"CHI"	"where-'has the horsie gone ?"	"*CHI: where-'has the horsie gone ? @Comment: Elsie arrives and Mum goes to work"	" CHI Lara Target_Child "	"2;7.23"	"2"	""	" 08-JAN-1997 "	5	"EngUK"	"Lara_Diary"
70	"2-07-23"	"CHI"	"what-'is this ?"	"*CHI: what-'is this ?"	" CHI Lara Target_Child "	"2;7.23"	"2"	""	" 08-JAN-1997 "	3	"EngUK"	"Lara_Diary"
71	"2-07-23"	"CHI"	"what shall we do then ?"	"*CHI: what shall we do then ?"	" CHI Lara Target_Child "	"2;7.23"	"2"	""	" 08-JAN-1997 "	5	"EngUK"	"Lara_Diary"
72	"2-07-23"	"CHI"	"where-'is Kate and Jonathan ?"	"*CHI: where-'is Kate and Jonathan ?"	" CHI Lara Target_Child "	"2;7.23"	"2"	""	" 08-JAN-1997 "	5	"EngUK"	"Lara_Diary"
73	"2-07-23"	"CHI"	"where-'is Kate ?"	"*CHI: where-'is Kate ?"	" CHI Lara Target_Child "	"2;7.23"	"2"	""	" 08-JAN-1997 "	3	"EngUK"	"Lara_Diary"
74	"2-07-23"	"CHI"	"what about fork ?"	"*CHI: what about fork ?"	" CHI Lara Target_Child "	"2;7.23"	"2"	""	" 08-JAN-1997 "	3	"EngUK"	"Lara_Diary"
75	"2-07-23"	"CHI"	"what-'is that ?"	"*CHI: what-'is that ?"	" CHI Lara Target_Child "	"2;7.23"	"2"	""	" 08-JAN-1997 "	3	"EngUK"	"Lara_Diary"
76	"2-07-23"	"CHI"	"what-'is that ? %com: repeat after pardon"	"*CHI: what-'is that ? %com: repeat after pardon"	" CHI Lara Target_Child "	"2;7.23"	"2"	""	" 08-JAN-1997 "	7	"EngUK"	"Lara_Diary"
77	"2-07-23"	"CHI"	"what-'is this in here ?"	"*CHI: what-'is this in here ?"	" CHI Lara Target_Child "	"2;7.23"	"2"	""	" 08-JAN-1997 "	5	"EngUK"	"Lara_Diary"
78	"2-07-23"	"CHI"	"what you did look at ?"	"*CHI: what you did look at ?"	" CHI Lara Target_Child "	"2;7.23"	"2"	""	" 08-JAN-1997 "	5	"EngUK"	"Lara_Diary"
79	"2-07-23"	"CHI"	"what did look at ?"	"*CHI: what did look at ?"	" CHI Lara Target_Child "	"2;7.23"	"2"	""	" 08-JAN-1997 "	4	"EngUK"	"Lara_Diary"
80	"2-07-23"	"CHI"	"who-'is that ?"	"*CHI: who-'is that ?"	" CHI Lara Target_Child "	"2;7.23"	"2"	""	" 08-JAN-1997 "	3	"EngUK"	"Lara_Diary"
81	"2-07-23"	"CHI"	"what-'is that?"	"*CHI: what-'is that?"	" CHI Lara Target_Child "	"2;7.23"	"2"	""	" 08-JAN-1997 "	3	"EngUK"	"Lara_Diary"
82	"2-07-23"	"CHI"	"what-'is that ?"	"*CHI: what-'is that ?"	" CHI Lara Target_Child "	"2;7.23"	"2"	""	" 08-JAN-1997 "	3	"EngUK"	"Lara_Diary"
83	"2-07-23"	"CHI"	"what-'is that ?"	"*CHI: what-'is that ?"	" CHI Lara Target_Child "	"2;7.23"	"2"	""	" 08-JAN-1997 "	3	"EngUK"	"Lara_Diary"
84	"2-07-23"	"CHI"	"what-'is that ?"	"*CHI: what-'is that ?"	" CHI Lara Target_Child "	"2;7.23"	"2"	""	" 08-JAN-1997 "	3	"EngUK"	"Lara_Diary"
85	"2-07-23"	"CHI"	"what that ?"	"*CHI: what that ?"	" CHI Lara Target_Child "	"2;7.23"	"2"	""	" 08-JAN-1997 "	2	"EngUK"	"Lara_Diary"
86	"2-07-23"	"CHI"	"what-'is that ?"	"*CHI: what-'is that ?"	" CHI Lara Target_Child "	"2;7.23"	"2"	""	" 08-JAN-1997 "	3	"EngUK"	"Lara_Diary"
87	"2-07-23"	"CHI"	"what that ?"	"*CHI: what that ?"	" CHI Lara Target_Child "	"2;7.23"	"2"	""	" 08-JAN-1997 "	2	"EngUK"	"Lara_Diary"
88	"2-07-23"	"CHI"	"what-'is that ?"	"*CHI: what-'is that ?"	" CHI Lara Target_Child "	"2;7.23"	"2"	""	" 08-JAN-1997 "	3	"EngUK"	"Lara_Diary"
89	"2-07-23"	"CHI"	"what-'is that ?"	"*CHI: what-'is that ?"	" CHI Lara Target_Child "	"2;7.23"	"2"	""	" 08-JAN-1997 "	3	"EngUK"	"Lara_Diary"
90	"2-07-23"	"CHI"	"what-'is that ?"	"*CHI: what-'is that ?"	" CHI Lara Target_Child "	"2;7.23"	"2"	""	" 08-JAN-1997 "	3	"EngUK"	"Lara_Diary"
91	"2-07-23"	"CHI"	"what-'is that ?"	"*CHI: what-'is that ?"	" CHI Lara Target_Child "	"2;7.23"	"2"	""	" 08-JAN-1997 "	3	"EngUK"	"Lara_Diary"
92	"2-07-23"	"CHI"	"what-'is that ?"	"*CHI: what-'is that ?"	" CHI Lara Target_Child "	"2;7.23"	"2"	""	" 08-JAN-1997 "	3	"EngUK"	"Lara_Diary"
93	"2-07-23"	"CHI"	"what-'is that ?"	"*CHI: what-'is that ?"	" CHI Lara Target_Child "	"2;7.23"	"2"	""	" 08-JAN-1997 "	3	"EngUK"	"Lara_Diary"
94	"2-07-23"	"CHI"	"what-'is that ?"	"*CHI: what-'is that ?"	" CHI Lara Target_Child "	"2;7.23"	"2"	""	" 08-JAN-1997 "	3	"EngUK"	"Lara_Diary"
95	"2-07-23"	"CHI"	"what you gonna buy next time ?"	"*CHI: what you gonna [: going+to] buy next time ?"	" CHI Lara Target_Child "	"2;7.23"	"2"	""	" 08-JAN-1997 "	6	"EngUK"	"Lara_Diary"
96	"2-07-23"	"CHI"	"what-'is this ?"	"*CHI: what-'is this ?"	" CHI Lara Target_Child "	"2;7.23"	"2"	""	" 08-JAN-1997 "	3	"EngUK"	"Lara_Diary"
97	"2-07-23"	"CHI"	"what-'is this ?"	"*CHI: what-'is this ?"	" CHI Lara Target_Child "	"2;7.23"	"2"	""	" 08-JAN-1997 "	3	"EngUK"	"Lara_Diary"
98	"2-07-23"	"CHI"	"where-'is Abi ?"	"*CHI: where-'is Abi ? @Comment: mum and dad return"	" CHI Lara Target_Child "	"2;7.23"	"2"	""	" 08-JAN-1997 "	3	"EngUK"	"Lara_Diary"
99	"2-07-23"	"CHI"	"where-'is spinning+wheel burned ? %com: reading Sleeping Beauty"	"*CHI: where-'is spinning+wheel burned ? %com: reading Sleeping Beauty"	" CHI Lara Target_Child "	"2;7.23"	"2"	""	" 08-JAN-1997 "	9	"EngUK"	"Lara_Diary"
100	"2-07-23"	"CHI"	"where-'is the pricked her finger ?"	"*CHI: where-'is the pricked her finger ?"	" CHI Lara Target_Child "	"2;7.23"	"2"	""	" 08-JAN-1997 "	6	"EngUK"	"Lara_Diary"
101	"2-07-23"	"CHI"	"where-'is the castle ?"	"*CHI: where-'is the castle ?"	" CHI Lara Target_Child "	"2;7.23"	"2"	""	" 08-JAN-1997 "	4	"EngUK"	"Lara_Diary"
102	"2-07-23"	"CHI"	"where-'is the green one ?"	"*CHI: where-'is the green one ?"	" CHI Lara Target_Child "	"2;7.23"	"2"	""	" 08-JAN-1997 "	5	"EngUK"	"Lara_Diary"
103	"2-07-23"	"CHI"	"what-'is down there ?"	"*CHI: what-'is down there ? @End"	" CHI Lara Target_Child "	"2;7.23"	"2"	""	" 08-JAN-1997 "	4	"EngUK"	"Lara_Diary"
105	"2-07-24"	"CHI"	"<what you did> what you did go ? %com: means where"	"*CHI: <what you did> [/] what you did go ? [+ UNINV] %com: means where"	" CHI Lara Target_Child "	"2;7.24"	"2"	""	" 09-JAN-1997 "	10	"EngUK"	"Lara_Diary"
106	"2-07-24"	"CHI"	"what you do-ing ?"	"*CHI: what you do-ing ?"	" CHI Lara Target_Child "	"2;7.24"	"2"	""	" 09-JAN-1997 "	4	"EngUK"	"Lara_Diary"
107	"2-07-24"	"CHI"	"what you do-ing with my clothes ?"	"*CHI: what you do-ing with my clothes ?"	" CHI Lara Target_Child "	"2;7.24"	"2"	""	" 09-JAN-1997 "	7	"EngUK"	"Lara_Diary"
108	"2-07-24"	"CHI"	"what Mummy did do ?"	"*CHI: what Mummy did do ?"	" CHI Lara Target_Child "	"2;7.24"	"2"	""	" 09-JAN-1997 "	4	"EngUK"	"Lara_Diary"
109	"2-07-24"	"CHI"	"what Mummy did do ?"	"*CHI: what Mummy did do ? @Comment: Mum and Lara leave for nursery so next words in car on way home from nursery"	" CHI Lara Target_Child "	"2;7.24"	"2"	""	" 09-JAN-1997 "	4	"EngUK"	"Lara_Diary"
110	"2-07-24"	"CHI"	"where-'has my coat gone ?"	"*CHI: where-'has my coat gone ?"	" CHI Lara Target_Child "	"2;7.24"	"2"	""	" 09-JAN-1997 "	5	"EngUK"	"Lara_Diary"
111	"2-07-24"	"CHI"	"where-'has the Christmas tree gone ? %com: means magic tree air freshener"	"*CHI: where-'has the Christmas tree gone ? %com: means magic tree air freshener"	" CHI Lara Target_Child "	"2;7.24"	"2"	""	" 09-JAN-1997 "	12	"EngUK"	"Lara_Diary"
112	"2-07-24"	"CHI"	"where-'has Gizmo gone ?"	"*CHI: where-'has Gizmo gone ?"	" CHI Lara Target_Child "	"2;7.24"	"2"	""	" 09-JAN-1997 "	4	"EngUK"	"Lara_Diary"
113	"2-07-24"	"CHI"	"where-'is Rupert go-ing ? %com: means where is Rupert going later"	"*CHI: where-'is Rupert go-ing ? %com: means where is Rupert going later"	" CHI Lara Target_Child "	"2;7.24"	"2"	""	" 09-JAN-1997 "	12	"EngUK"	"Lara_Diary"
114	"2-07-24"	"CHI"	"what-'is that funny noise ?"	"*CHI: what-'is that funny noise ?"	" CHI Lara Target_Child "	"2;7.24"	"2"	""	" 09-JAN-1997 "	5	"EngUK"	"Lara_Diary"
115	"2-07-24"	"CHI"	"what-'is that funny noise ?"	"*CHI: what-'is that funny noise ?"	" CHI Lara Target_Child "	"2;7.24"	"2"	""	" 09-JAN-1997 "	5	"EngUK"	"Lara_Diary"
116	"2-07-24"	"CHI"	"what you did do ? %com: when Mum whistled"	"*CHI: what you did do ? %com: when Mum whistled @Comment: at home with Mum and Dad"	" CHI Lara Target_Child "	"2;7.24"	"2"	""	" 09-JAN-1997 "	8	"EngUK"	"Lara_Diary"
117	"2-07-24"	"CHI"	"what-'has Amy got on ?"	"*CHI: what-'has Amy got on ? @Comment: in car on way to Safeway"	" CHI Lara Target_Child "	"2;7.24"	"2"	""	" 09-JAN-1997 "	5	"EngUK"	"Lara_Diary"
118	"2-07-24"	"CHI"	"where didn't we park ? %com: means where are we gonna park"	"*CHI: where didn't we park ? %com: means where are we gonna park"	" CHI Lara Target_Child "	"2;7.24"	"2"	""	" 09-JAN-1997 "	12	"EngUK"	"Lara_Diary"
119	"2-07-24"	"CHI"	"where we park ? %com: means where are we gonna park"	"*CHI: where we park ? %com: means where are we gonna park @Comment: in Safeway"	" CHI Lara Target_Child "	"2;7.24"	"2"	""	" 09-JAN-1997 "	10	"EngUK"	"Lara_Diary"
120	"2-07-24"	"CHI"	"what-'is that little girl ? %com: means who"	"*CHI: what-'is that little girl ? %com: means who"	" CHI Lara Target_Child "	"2;7.24"	"2"	""	" 09-JAN-1997 "	8	"EngUK"	"Lara_Diary"
121	"2-07-24"	"CHI"	"where-'has Daddy gone ?"	"*CHI: where-'has Daddy gone ?"	" CHI Lara Target_Child "	"2;7.24"	"2"	""	" 09-JAN-1997 "	4	"EngUK"	"Lara_Diary"
122	"2-07-24"	"CHI"	"where-'has my Daddy gone ?"	"*CHI: where-'has my Daddy gone ?"	" CHI Lara Target_Child "	"2;7.24"	"2"	""	" 09-JAN-1997 "	5	"EngUK"	"Lara_Diary"
123	"2-07-24"	"CHI"	"where-'has my Daddy gone ?"	"*CHI: where-'has my Daddy gone ?"	" CHI Lara Target_Child "	"2;7.24"	"2"	""	" 09-JAN-1997 "	5	"EngUK"	"Lara_Diary"
124	"2-07-24"	"CHI"	"where-'has my Daddy gone ?"	"*CHI: where-'has my Daddy gone ? @Comment: at home"	" CHI Lara Target_Child "	"2;7.24"	"2"	""	" 09-JAN-1997 "	5	"EngUK"	"Lara_Diary"
125	"2-07-24"	"CHI"	"where-'has Amy gone ?"	"*CHI: where-'has Amy gone ?"	" CHI Lara Target_Child "	"2;7.24"	"2"	""	" 09-JAN-1997 "	4	"EngUK"	"Lara_Diary"
126	"2-07-24"	"CHI"	"where ? %com: after Mum told her Dad had taken her plate away"	"*CHI: where ? %com: after Mum told her Dad had taken her plate away @Comment: in bed reading story with dad"	" CHI Lara Target_Child "	"2;7.24"	"2"	""	" 09-JAN-1997 "	12	"EngUK"	"Lara_Diary"
